team_matches,matches,total_goals,total_xg,goals_minus_xg,z,p_value,disp_dispersion_stat,disp_df,disp_dispersion_ratio,disp_p_value
180,90,261,236.86,24.139999999999986,1.5685248489606314,0.11675869546311422,110.73148636329205,180,0.6151749242405113,0.9999882039273328
